brewery_id,score,username,text,style,abv,brewery_name,beer_name
1075,4,beereality,Explains what you need to know,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Wetpaperbag,"i love it, it tastes yummy in my beer.",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,mnapier,Id buy again,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,largadeer,Bloody Mary mix,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,RedDiamond,Love it!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,MiguelMandingo,PERFECT BLEND,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,JDV,cheap,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,woemad,Mr Mrs. T's,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,cjgator3,Excellent,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Spikester,Mr.Mrs.T's,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,cburian,taste,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,kirok1999,a great tasting mix,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,Wasatch,Great taste for,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,MuenchenerKindl,Some like it hot,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,5,libertygrails,From scotch to bourbon,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,ccrida,Smooth operator,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,BeerZack,A pleasure to drink,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,brentk56,Finally GOT a bottle,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,russpowell,Smooth,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,seaoflament,I've already put aside Maker's and Woodford.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,flexabull,Sweet and good burn,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,Reidrover,Something has changed,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,1.5,PhxHorn,Highly recommend!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,WVbeergeek,Great recommendation. Great Bourbon. Great price.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,unclederby,The type of honest whiskey a man respects.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,SurlyDuff,Wow!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,Dubbercody,nice knockoff,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,ChainGangGuy,Sweet Bubbly,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Floydster,Very good,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,BuckeyeNation,Better Than Soda,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Bierguy5,REALLY GOOD,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,blakesell,Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,mcallister,Frighteningly Good One person found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,cswhitehorse,REALLY GOOD,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,weeare138,Good beer though,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,msubulldog25,Awesome delivery,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,kevinmkirk,"Nice kit, but...",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,genog,Frighteningly Good 1 person found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,franksnbeans,"Nice kit, but...",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,ElGordo,Frighteningly Good,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,bootylicious,Good beer though,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,Redrover,Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Klym,Awesome delivery 4 of 6 people found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,BerkeleyBeerMan,Frighteningly Good One person found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,9InchNails,Frighteningly Good 1 of 1 people found this helpful. Was this review helpful to you Yes No,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,kingjames1,Get your money's worth.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Hopfenpeter,Awesome pumpkin ale,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Tucquan,A repeat buyer,American IPA,6.1,Caldera Brewing Company,Caldera IPA
14879,4,Ummagum,I love it,American IPA,6.8,Hoppin' Frog Brewery,Hoppin' To Heaven IPA
1075,4,ReelBigwigFish,Almost....,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,peabody,Breastfeeding,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,dcloeren,Good Price,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,jeff1973,good,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,BrewerB,"Good , delicious drink!",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,KMcG,Puerto RIcan beverage,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,unionturf,Malta,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,LSUPT,Breastfeeding,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,sendsilk,"Good , delicious drink!",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,NStLincoln,Almost....,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,harrymel,I love it,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,Phelps,good,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,Alieniloquium,A repeat buyer,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,HopDiggityDawg,Malta,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,CuttDeez,Puerto RIcan beverage,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Knapp85,Good Price,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,SaCkErZ9,Great Tortilla Strips,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,Jenkster4,"Ok, not great.",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,tone77,delicious and attractive,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,litheum94,Excellente,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Yagman3000,Solid tequila,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,cbros,One of my favorite!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,cbak999,Magnificent oak flavor!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,seeswo,My favorite bourbon!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Georgiabeer,Top Choice Every Time!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,oberon,Good Job,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,IronLover,"When you want to experience perfection, look no further!",American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,chocosushi,What bourbon should be.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Thorpe429,I love Jim Bean,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,tripelhops,Best bourbon under 50,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,Schmit,I would definitely buy this quality bourbon again,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,beagle75,Just the best!!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,cswhitehorse,"Love it, cannot find it anywhere",American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,biglobo8971,Jim Beam at it's best!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,NWer,Rich Aromatic,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Dope,They screwed up,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,seans86,Finally,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,chugalug06,Five Stars,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,JCaweinstein,everyone needs these,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,bluejacket74,You should try them,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,felipe2toes,excellent,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,Nugganooch,Five Stars,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,MaltsOfGlory,Finally!!!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,robbrandes,Great taste and texture,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,rootbeerman,Wine gums,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,dubinsky,was disappointed. I have been a consistent purchaser (by subscription,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,TheSarge,Gustav's New Formula Wine Gums - They're Terrible!!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3.5,thebeerisgood,No Ginger In Ginger Ale,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,richkrull,Great Taste!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,colts9016,What Happened?,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,MTNboy,has real ginger!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,shand,Great smooth taste,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,haddon,Wonderfully refreshing!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,FosterJM,Refreshing,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,itsfreeasinbeer,The BEST Ginger Ale,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,generalnotsew,Awesome drink mixer!!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,betsona,Great ice cream sodas,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,whatthehull,Refreshing,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,Scotchboy,Fantastic drink,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,StoneTSR,Scuba divers favorite!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,notchucknorris,It's my entergetic spark.,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4.5,portia99,Best prescription for what ails the stomach,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,u2carew,CD Ginger Ale,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,3,goldbot,It's just GOOD!!!,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Crabbicuss,A Refreshing Pause,American IPA,6.1,Caldera Brewing Company,Caldera IPA
1075,4,Rifugium,good for keeping tummy settled,American Porter,9.5,Caldera Brewing Company,Coconut Porter
1075,4,Beerandraiderfan,Memories,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
1075,4,Bliss,Refreshing !,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
7345,4,soju6,Best Flavor,German Pilsener,4.8,Kirner Bier,Kirner Pils Premium
1075,4,css82420,upset stomach,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
1075,4,msubulldog25,Mr Brown Iced Coffee,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
1075,3.5,Reidrover,Yummy!,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
1075,3.5,charlatan,Good as Pizza places,American Amber / Red Ale,5.6,Caldera Brewing Company,Dry Hop Orange
1075,4,plaid75,Coles cheesecsticks are very good,American IPA,,Caldera Brewing Company,Alpha Beta
1075,3,RedDiamond,So yummy,German Pilsener,5.2,Caldera Brewing Company,Caldera Pilsener Bier
1075,4.5,venneman,Love them,German Pilsener,5.2,Caldera Brewing Company,Caldera Pilsener Bier
1075,2.5,cbarrett4,not enough,Fruit / Vegetable Beer,4.7,Caldera Brewing Company,Hibiscus Ginger Beer
1075,3.5,ccrida,Great with Italian,Fruit / Vegetable Beer,5,Caldera Brewing Company,Exotic Erotic Passion Fruit Ale
1075,4,beer2day,Easy does it,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,cjgator3,Great for gift badket,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,whatthehull,Cool idea for a party,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Satchboogie,Great People.,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,1.5,barleywinefiend,Three Stars,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,titosupertramp,Appletini Mix - the BEST,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,oberon,Nice Mixer.,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,nc41,Yummy for Appletini,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,flexabull,Very tasty,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,FanofHefe,Moscow mule gixins,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,Tilley4,best tasting bun length franks around,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Knapp85,Football game hog dog,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
163,3.5,brownbeer,. My kids love them.,Light Lager,3.5,Amstel Brouwerij B. V.,Amstel Light
1075,3.5,brentk56,Bars S,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,TheWhiskerReview,Love these DOGS!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,NorCalYeti,Yummy,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,2,Alieniloquium,Football game hog dog,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,mactrail,Love these DOGS!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,beagle75,. My kids love them.,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,CliffBrake,Yummy,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,2,ggroller,Bars S,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Rutager,best tasting bun length franks around,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Reidrover,"Light, slightly bubbly and good",American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,GarthDanielson,"Love, love",American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,RoyalT,Just returned from Bermuda with some Stormy Ginger Beer. ...,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,youradhere,Pricey here,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4.5,JeffBob,Goslings inferior diet ginger beer,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,TCHopCraver,Great if you prefer dry vs. sweet,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,chumba526,Disappointed,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,BuckyFresh,Tastes so good!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4.5,Chelsea1905,closeout,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,StaveHooks,Excellente,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Beerandraiderfan,Solid tequila,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,RonfromJersey,One of my favorite!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,Docer,It is the first drink I check everytime,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,GreenCard,Yes I would buy again,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,Reagan1984,very reasonally priced,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,2.5,djmichaelk,One fine bourbon,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,JohnGalt1,Red Stag stands alone,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,billshmeinke,Good taste,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,rand,The only whiskey I drink,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,BrewsB4Shrews,Priced right and great quality,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,ShogoKawada,Best bourbon on earth.,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,ktrillionaire,A Bourbon Legend,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Gobzilla,I would buy this drink over and over.,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,augustgarage,Smooth,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,jdense,smoothy,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,jorg2619,Always in my liquor cabinet,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
163,3.5,tone77,Grape Lover,Light Lager,3.5,Amstel Brouwerij B. V.,Amstel Light
1075,4,brewandbbq,Delicious taste,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,SpdKilz,I like the smooth taste good finish,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,Halcyondays,Margaritas,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,ClockworkOrange,PIna Colada mix,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,zoso1967,Just ordered this beer kit excited to brew it up ...,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3.5,ccrida,"Never judge a book by it's cover, because this Irish Red is amazing",American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,vince4953529,It Works!,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,3,mpensworth,the only shampoo my hair listens to 1 of 1 people found this helpful. Was this review helpful to you Yes No,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4,Spikester,the only shampoo my hair listens to,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
14879,4,baconbourbon,hair care,Russian Imperial Stout,9.4,Hoppin' Frog Brewery,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout
1075,5,kevinmkirk,Five Stars,American IPA,6.8,Caldera Brewing Company,Hopportunity Knocks
1075,4.5,grumpy,Mommy Loves This!,American Double / Imperial Stout,,Caldera Brewing Company,Imperial Stout
1075,5,freed,Old fashion mix from Master of Mixes,American Strong Ale,7.6,Caldera Brewing Company,Cauldron Brew
1075,4,HopDerek,Master of Mixes Mix,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,Spikester,"master of mixes, old fashioned mix",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,djeucalyptus,Perfect,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,pjbear05,Requirement for an Old Fashion!!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,flexabull,To much black pepper!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,KoG,Good value for the price,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Beerandraiderfan,It's processed food.,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Crotor,hot wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,2.5,RedDiamond,Yummmm,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,Hopswagger,LOVE THESE WYNGZ,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,BrewerB,chicken,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,Samp01,"HOT, HOT, HOT!!",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,tdm168,Way too much salt!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,Ryan011235,Good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,cbarrett4,Crumbs instead of chunks,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,ReelBigwigFish,Hot,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,Phelps,Way too hot! And pieces were too irregular,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,rootbeerman,Soooo good!!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,oglmcdgl,"Poor quality, poor value.",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,zeledonia,if you like buffalo wings you will love these.,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,kbutler1,dry,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,loren01,Not Good At All,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,MaltsOfGlory,Wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,sulldaddy,Good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,bagpiper2005,They are good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,tbraun1,Great value boneless buffalo wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,KomodoDragon,great wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,u2carew,Pretty Good Frozen Wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,NeroFiddled,Great tasting product,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Flightoficarus,Perfect,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,morenone,Tenderness,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,oberon,The kids love it,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,lstokes,dry,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,Offa,hot wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,biglite351,Tenderness,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,AEK,Good value for the price,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,tchenery,Not Good At All,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,maximum12,Crumbs instead of chunks,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,elgiacomo,Good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,Reidrover,It's processed food.,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Tilley4,if you like buffalo wings you will love these.,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,1.5,bobhits,great wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,emmasdad,chicken,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,brewdlyhooked13,They are good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,Jason,Wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,htomsirveaux,Perfect,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,GarrettMD,Pretty Good Frozen Wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,bump8628,LOVE THESE WYNGZ,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,philbertk,The kids love it,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,ZSimon,Yummmm,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,jkrich,"Poor quality, poor value.",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Brent,Soooo good!!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,tempest,To much black pepper!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,indiapaleale,Way too hot! And pieces were too irregular,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,abrand,Great value boneless buffalo wings,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,kiddynamite920,Way too much salt!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Slatetank,"HOT, HOT, HOT!!",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,obywan59,Great tasting product,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Mora2000,Hot,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,womencantsail,Good,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,seanbhudson,ROCKDALE LIGHT 24PK 12OZ CAN,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,barleywinefiend,Rockdale Llght Beer,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,flexabull,Excellente,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3,beertunes,Solid tequila,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4.5,WesWes,One of my favorite!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,armock,Refreshing!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,fropones,awesome flavor,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,organicbrewer,"Heavenly root beer! Clean ingredients, non gmo!",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,rfgetz,"Very Good, But Needs A Few Changes.",American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,2,onix1agr,The BEST root beer ever.,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,jwc215,Good craft beer at a reasonable price!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,vacax,Tequillas,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,woodychandler,Plata,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,JohnGalt1,good tequila for a fair price,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,4,Deuane,Would buy again,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
1075,3.5,BeachRez,Love me some Hornitos!,American Amber / Red Ale,5.4,Caldera Brewing Company,Ashland Amber
